,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip
1007,376000,2,1,1150,4000,1,0,0,3,1150,0,1947,2012,2408,35,74
1008,475000,4,1,1650,7775,1,0,0,4,1150,500,1950,1983,362,35,62
1009,120750,3,1,1140,9628,1,0,0,4,1140,0,1969,0,2792,14,13
1010,1690000,3,1,3400,8965,1,0,2,5,1820,1580,1957,0,2968,35,48
1011,330000,3,1,1180,43124,1,0,0,4,1180,0,1959,0,4139,16,15
1012,619500,3,2,1700,4105,2,0,0,3,1700,0,1992,0,2584,35,59
1013,345000,3,1,1240,11200,1,0,0,4,1240,0,1954,1979,995,3,5
1014,598000,5,2,2890,12478,2,0,0,3,2890,0,1977,2004,1752,33,42
1015,335000,3,1,1060,10050,1,0,0,4,1060,0,1967,0,4066,17,16
1016,372500,4,1,1590,10523,2,0,0,4,1590,0,1922,0,899,36,62
1017,300000,6,5,2860,5682,2,0,0,3,2860,0,1978,0,3613,1,1
1018,194000,1,1,820,1060,1,0,0,3,760,60,2007,0,3598,35,61
1019,507500,3,2,2020,8118,1,0,0,3,1020,1000,1963,2008,1205,3,7
1020,325000,4,2,1870,9680,1,0,0,4,1170,700,1959,0,596,19,22
1021,329900,3,2,2170,4905,2,0,0,3,2170,0,2004,2003,1886,21,23
1022,329000,4,2,1600,6765,1,0,0,3,830,770,1947,2011,3608,35,49
1023,494000,4,1,2090,4300,1,0,0,4,1250,840,1925,1968,3373,35,63
1024,206000,4,2,1700,6025,1,0,0,3,1700,0,1978,0,3613,1,1
1025,423000,4,1,1940,6909,1,0,0,4,970,970,1941,1998,262,35,62
1026,259000,3,1,1320,8625,1,0,0,4,1320,0,1957,2001,2466,32,34
1027,879950,4,2,3500,13875,1,0,4,4,1830,1670,1938,0,140,35,65
1028,345600,5,3,2800,5120,2,0,0,3,2800,0,1903,2005,2828,35,59
1029,395000,3,1,1080,2940,1,0,0,4,1080,0,1920,0,3912,35,54
1030,625000,4,2,3550,8048,2,0,0,3,3550,0,2007,0,3706,38,38
1031,439000,3,2,2010,251341,2,0,0,3,1510,500,2003,0,1126,11,11
1032,380000,3,1,1690,1468,2,0,0,3,1380,310,2008,0,3175,35,51
1033,440000,3,1,1270,1443,3,0,0,3,1270,0,2007,0,4348,35,54
1034,415000,3,2,1970,2377,2,0,0,3,1680,290,2008,0,3173,35,51
1035,860000,4,2,3160,8097,2,0,0,3,3160,0,2014,0,622,19,21
1036,500000,3,2,1210,1200,3,0,0,3,1210,0,2008,0,2972,35,47
1037,953007,4,3,3120,5086,2,0,0,3,2480,640,2008,0,3702,35,54
1038,515000,4,2,2670,8765,2,0,0,3,2670,0,2006,0,3480,32,37
1039,772000,3,2,1640,1204,3,0,0,3,1640,0,2014,0,455,35,53
1040,329995,4,2,2303,3680,2,0,0,3,2303,0,2013,1923,2933,1,0
1041,409316,3,2,1800,3168,2,0,0,3,1800,0,2014,0,3890,38,38
1042,490000,5,3,4460,2975,3,0,2,3,3280,1180,2013,1923,770,35,58
1043,305000,2,2,1590,2656,2,0,0,3,1220,370,2009,0,3581,35,49
1044,785000,4,3,3070,4684,2,0,0,3,2190,880,2009,0,2126,16,15
1045,240000,2,1,1330,7200,1,0,0,3,1330,0,1993,0,1337,34,72
1046,325000,3,1,990,6750,1,0,0,4,990,0,1947,1988,320,35,62
1047,535800,4,2,1900,5790,2,0,0,3,1900,0,1994,0,3082,16,17
1048,720000,3,2,2020,1159,3,0,3,3,2020,0,2000,0,1716,35,47
1049,374000,3,1,2000,9416,1,0,0,4,2000,0,1961,2001,508,19,21
1050,189650,2,1,1100,7600,1,0,0,3,1100,0,1980,0,450,10,73
1051,420850,1,1,960,40946,1,0,0,5,960,0,1945,0,186,7,10
1052,815000,4,2,3488,9614,2,0,0,3,3488,0,1998,2006,2639,31,42
1053,1065000,2,1,1890,9466,2,0,0,3,1890,0,1987,2000,616,3,3
1054,199000,4,2,2030,8120,2,0,0,3,2030,0,1950,2005,273,35,71
1055,195000,3,1,1380,7350,1,0,0,3,990,390,1981,2013,1472,9,26
1056,1506000,4,3,3660,5800,2,0,0,3,3360,300,1909,1995,60,35,53
1057,288400,3,2,1870,3230,2,0,0,3,1870,0,1997,0,2970,32,34
1058,442000,4,2,2080,12007,1,0,0,4,1220,860,1979,0,1327,33,42
1059,619420,4,2,2450,14803,2,0,0,4,2450,0,1988,0,4160,25,37
1060,635000,4,2,2750,6180,1,0,0,4,1500,1250,1948,0,2945,35,57
1061,210000,3,1,1240,4842,1,0,0,4,1240,0,1916,0,4350,35,57
1062,512500,3,2,1900,7604,2,0,0,3,1900,0,1990,2009,251,19,21
1063,567000,3,2,2540,6093,2,0,0,3,2540,0,1999,0,3995,19,22
1064,525000,3,2,2100,10362,2,0,0,3,1510,590,1998,2006,2493,39,39
1065,475000,4,2,1790,2250,1,0,2,4,840,950,1909,1989,55,35,47
1066,250000,3,2,1170,7258,1,0,0,3,1170,0,1984,0,2489,1,0
1067,220000,3,1,1060,9126,1,0,2,5,1060,0,1956,0,269,12,12
1068,230000,5,2,1930,6120,1,0,0,3,1930,0,1941,1969,162,35,65
1069,385500,3,2,1540,7947,1,0,0,3,1120,420,1961,2004,4276,5,9
1070,895000,5,3,2876,13927,1,0,2,4,1970,906,1973,0,3522,23,25
1071,368250,3,2,2150,7484,2,0,0,3,2150,0,1988,2000,4306,33,42
1072,249900,2,1,1140,5500,1,0,0,3,1140,0,1947,2012,4323,35,49
1073,350000,3,1,980,7790,1,0,0,5,980,0,1969,0,4371,19,22
1074,175000,3,1,1230,13056,1,0,0,4,1230,0,1962,0,2613,1,0
1075,270000,3,1,1390,10905,1,0,0,3,860,530,1957,2000,3527,35,49
1076,495000,3,3,2380,6250,2,0,3,3,1670,710,1997,0,3710,35,57
1077,1580000,3,3,3690,7200,2,0,0,3,3690,0,2007,0,3182,19,21
1078,542500,5,3,3010,1074218,1,0,0,5,2010,1000,1931,0,1136,16,15
1079,330000,3,1,1250,9126,1,0,0,3,1250,0,1969,2010,1344,42,44
1080,1003000,4,2,2290,6120,2,0,0,4,2170,120,1926,1993,506,35,54
1081,299800,2,1,790,5240,1,0,0,4,790,0,1925,1968,4033,35,57
1082,299900,3,2,2720,6014,2,0,0,3,2720,0,2002,0,2490,1,45
1083,691000,4,2,2550,8632,1,0,0,3,1700,850,1972,2002,3072,19,21
1084,195000,2,1,1080,3899,1,0,0,4,1080,0,1972,0,2106,10,73
1085,405000,3,1,2470,9620,1,0,1,4,1570,900,1962,0,57,10,73
1086,360000,2,0,850,7710,1,0,2,5,550,300,1909,1988,2088,35,51
1087,256750,3,2,1990,8991,1,0,0,3,1570,420,1969,2010,1954,18,26
1088,332500,3,2,1800,10500,2,0,0,3,1800,0,1995,0,2010,21,23
1089,975000,5,4,4850,36450,2,0,0,3,4850,0,1977,2004,731,3,4
1090,218000,3,1,1020,7874,1,0,0,3,1020,0,1956,2001,4335,35,49
1091,429000,3,2,2420,49928,2,0,0,3,1860,560,1985,0,2122,16,15
1092,589000,4,2,2910,5776,2,0,2,3,2910,0,1998,2006,3772,38,38
1093,255000,3,1,1060,9039,1,0,0,3,1060,0,1973,2013,1565,32,36
1094,668750,4,2,2340,6420,1,0,2,3,1590,750,1964,2000,1788,36,70
1095,344500,4,2,1800,5453,1,0,0,3,1050,750,2002,0,1418,32,33
1096,452000,4,2,1660,6150,1,0,0,3,850,810,1945,2010,3854,35,61
1097,540000,3,1,1300,62290,1,0,0,3,1300,0,1983,2009,2302,31,32
1098,246000,3,1,1780,23819,1,0,0,3,1780,0,1953,0,518,35,69
1099,535000,2,1,1030,4841,1,0,0,3,920,110,1939,1969,655,35,47
1100,970000,4,3,2790,5420,1,0,3,3,1130,1660,1963,2013,1577,36,70
1101,430000,3,1,1150,3000,1,0,0,5,1150,0,1906,0,4334,35,47
1102,520000,4,2,3290,11446,2,0,0,3,3290,0,1992,0,4020,17,16
1103,712000,4,2,3400,247421,2,0,0,3,3400,0,2001,0,2368,30,30
1104,450000,2,1,1200,4000,1,0,0,3,1070,130,1940,1996,2530,35,61
1105,220000,4,2,2160,8005,2,0,0,3,2160,0,1993,0,3957,28,28
1106,525000,3,1,1450,4000,1,0,1,4,950,500,1948,0,3422,35,57
1107,1220000,4,2,3240,3600,2,0,0,3,2060,1180,2008,0,2070,35,52
1108,540000,3,2,1470,1691,2,0,0,3,1000,470,2007,0,92,35,54
1109,600000,4,2,2360,5226,2,0,0,3,2360,0,2001,0,4129,19,22
1110,600000,3,2,2230,9053,2,0,0,4,2230,0,1987,0,3557,3,6
1111,625000,4,2,2630,48706,2,0,0,3,2630,0,1986,0,1108,42,41
1112,150000,3,1,1010,25000,1,0,0,3,1010,0,1966,1963,152,7,10
1113,389999,3,2,1445,1471,2,0,0,3,1300,145,2003,0,1699,16,15
1114,285000,3,1,2380,6000,1,0,0,3,1320,1060,1935,1974,4187,35,71
1115,744000,4,2,2830,13059,2,0,0,3,2830,0,1998,2006,2287,33,43
1116,700000,4,2,3010,46173,2,0,0,3,3010,0,1996,0,3180,31,32
1117,318989,4,2,2000,9000,1,0,0,4,2000,0,1978,2000,3122,14,13
1118,556000,3,2,2020,3600,2,0,0,3,2020,0,1998,2006,633,19,21
1119,275000,3,2,2030,6326,2,0,0,3,2030,0,1993,0,1973,21,23
1120,430000,3,2,2550,11160,2,0,0,3,2550,0,1994,0,897,36,67
1121,300000,2,1,970,13700,1,0,0,3,970,0,1949,1998,4375,35,49
1122,396450,3,1,1540,12446,1,0,0,5,1540,0,1967,0,234,16,15
1123,225000,2,1,1396,111949,1,0,0,3,1396,0,1940,1997,2109,31,32
1124,700000,4,3,2780,7875,2,0,0,3,2780,0,2006,0,3493,35,62
1125,260000,6,2,2220,8797,1,0,0,3,2220,0,1977,2004,822,1,1
1126,655000,4,3,2350,13402,2,0,3,3,1670,680,1994,0,270,19,21
1127,1185000,3,2,2760,40946,2,0,0,5,2760,0,1978,0,658,3,4
1128,1550000,3,2,4460,26027,2,0,0,3,4460,0,1992,0,573,19,21
1129,413800,3,2,1440,4421,1,0,0,3,1440,0,2007,0,1989,31,32
1130,950000,5,3,5330,6000,2,0,2,3,3570,1760,2006,0,4113,16,15
1131,334990,4,2,2220,4228,2,0,0,3,2220,0,2014,0,286,35,65
1132,2700000,5,4,5305,8401,2,0,2,3,3745,1560,2005,0,37,19,21
1133,1030000,3,4,3880,13095,2,0,3,3,3700,180,2009,0,4048,19,22
1134,1130000,4,3,3810,8519,1,0,1,3,2680,1130,2007,0,17,19,21
1135,556000,3,3,1960,1168,2,0,0,3,1600,360,2007,0,319,16,17
1136,360000,3,2,1530,1131,3,0,0,3,1530,0,2009,0,4312,35,47
1137,480000,4,2,3250,34293,2,0,0,4,3250,0,1983,0,2386,18,26
1138,324000,3,2,1750,7208,2,0,0,3,1750,0,1994,0,261,32,33
1139,1050000,4,3,3440,35021,2,0,0,3,3440,0,1983,2009,351,19,21
1140,275000,1,0,1170,14149,1,0,0,5,880,290,1962,0,2919,12,12
1141,180000,3,1,870,5330,1,0,0,3,870,0,1969,2014,1600,9,26
1142,749000,4,2,2930,18199,2,0,0,3,2930,0,1998,2006,1185,33,43
1143,1600000,3,2,3160,12824,1,0,2,4,1820,1340,1966,0,4321,3,3
1144,373500,2,1,800,3330,1,0,0,3,800,0,1918,0,181,35,50
1145,770000,4,2,2350,8001,2,0,0,4,2350,0,1987,0,785,3,5
1146,356000,2,1,1060,16470,1,0,0,3,1060,0,1977,2004,1044,42,41
1147,625000,3,1,2060,12558,1,0,0,4,1350,710,1984,0,3729,31,31
1148,494400,2,1,1560,1750,1,0,0,4,780,780,1904,0,316,35,52
1149,585000,4,1,3000,42200,1,0,3,3,1500,1500,1950,2005,2971,32,34
1150,926300,3,1,1660,4800,2,0,0,3,1660,0,1907,1983,1413,35,58
1151,600000,3,1,1650,5100,1,0,0,5,1040,610,1908,0,3503,35,54
1152,430000,4,3,3220,8936,2,0,0,3,2450,770,1990,2009,1670,18,19
1153,307000,3,1,2320,7500,1,0,0,3,2320,0,1976,0,2299,11,11
1154,604700,4,2,2750,14982,1,0,3,3,1720,1030,1981,2013,2339,10,73
1155,219900,3,1,910,6000,1,0,0,2,910,0,1956,0,2537,35,65
1156,270000,2,1,840,867,2,0,0,3,840,0,2005,0,4256,35,54
1157,432000,3,2,1470,1578,2,0,0,3,1090,380,2007,0,3833,35,63
1158,300000,6,2,2040,10812,1,0,0,4,2040,0,1943,0,3520,32,34
1159,361000,3,1,1100,4046,1,0,4,4,1100,0,1922,0,2439,10,73
1160,249950,2,1,940,8532,1,0,0,4,940,0,1959,0,3658,6,68
1161,320000,3,2,1110,10500,1,0,0,5,1110,0,1978,0,1263,27,27
1162,305000,4,1,2200,8100,1,0,0,5,1400,800,1942,0,417,35,69
1163,503000,2,1,2860,59612,1,1,4,3,1510,1350,1948,2003,3168,14,13
1164,235750,2,1,740,11250,1,0,0,2,740,0,1938,0,228,35,65
1165,657000,4,1,2740,8520,1,0,2,3,1370,1370,1954,2005,3514,35,57
1166,385000,3,1,1250,7300,1,0,0,4,1250,0,1956,0,1139,3,7
1167,389950,4,2,3140,8060,2,0,0,3,3140,0,1991,0,2698,14,13
1168,150000,2,1,820,10270,1,0,0,3,820,0,1954,2005,73,35,69
1169,254500,4,2,2570,7264,2,0,0,3,1720,850,1998,2006,1141,1,45
1170,555000,4,2,2350,8140,1,0,0,4,1430,920,1977,0,1071,3,5
1171,1075000,4,3,3600,9200,1,0,4,4,2100,1500,1976,1992,2272,3,7
1172,245000,4,2,1580,8000,1,0,0,3,1040,540,1967,2011,1929,14,2
1173,319950,2,1,1070,5824,1,0,2,5,1070,0,1949,0,3804,35,71
1174,337000,3,1,1070,6109,1,0,0,5,1070,0,1951,0,549,35,60
1175,492000,4,2,1640,5000,2,0,0,3,1640,0,1907,1983,3677,35,50
1176,1170000,3,2,2890,12130,2,0,3,4,2830,60,1987,0,3229,19,21
1177,348580,3,1,1220,7876,1,0,0,3,1220,0,1966,1963,876,19,22
1178,180000,2,1,1400,4500,1,0,0,3,900,500,1922,2008,2565,32,35
1179,400000,3,1,1040,6250,1,0,0,3,1040,0,1942,1999,3496,35,63
1180,295000,4,2,980,10640,1,0,0,5,980,0,1978,0,1260,27,27
1181,910000,4,3,3340,10890,1,0,0,3,2240,1100,1963,2000,1013,31,31
1182,1150000,6,4,6040,219542,2,0,0,3,4100,1940,1996,0,3280,16,17
1183,431500,3,3,1900,1612,2,0,0,3,1430,470,2008,0,3712,35,63
1184,180000,4,1,1740,7292,1,0,0,3,1020,720,1962,2003,767,34,69
1185,677000,3,2,2000,3207,1,0,0,4,1100,900,1916,0,677,35,47
1186,1180500,3,1,1610,7200,1,0,0,3,1090,520,1973,2013,52,35,53
1187,635700,4,2,3240,13978,1,0,0,3,1860,1380,1977,2004,1710,33,42
1188,482000,5,2,2230,9600,1,0,0,3,1320,910,1978,0,1144,42,44
1189,168000,2,2,1160,2174,2,0,0,3,1160,0,1998,2006,4169,35,49
1190,805000,4,2,2410,6000,1,0,0,5,1410,1000,1950,0,2642,35,50
1191,398000,2,1,590,10945,1,0,0,3,590,0,1983,2009,2476,4,8
1192,665000,4,2,2600,17388,2,0,0,3,2600,0,1996,0,908,25,37
1193,592500,4,3,2170,8240,1,0,0,4,1370,800,1968,0,1460,31,31
1194,940000,4,2,2080,4000,1,0,0,3,2080,0,1912,2000,3606,35,50
1195,655000,4,2,2860,12394,2,0,0,3,2860,0,1999,0,2431,33,43
1196,622500,4,2,2980,8107,2,0,0,3,2980,0,2000,0,2810,38,38
1197,380000,2,2,1230,987,2,0,0,3,1060,170,2011,0,1672,35,64
1198,648360,4,1,2260,7005,1,0,1,4,1130,1130,1947,1988,745,19,21
1199,432000,3,2,2200,14925,1,0,0,3,1100,1100,1982,0,1732,31,32
1200,1050000,4,2,3030,12590,1,0,0,4,3030,0,1988,0,2683,3,3
1201,353250,2,1,1060,1600,2,0,0,3,1060,0,1979,2014,1011,35,64
1202,1000000,4,3,4260,18687,2,0,0,3,4260,0,1996,0,2069,33,43
1203,320000,3,2,998,844,2,0,0,3,798,200,2007,0,4075,35,56
1204,349900,4,2,2052,3723,2,0,0,3,2052,0,2014,0,2847,14,2
1205,330000,4,3,3150,6202,2,0,0,3,3150,0,2005,0,1879,18,26
1206,408000,3,2,1950,7221,1,0,0,4,1950,0,2006,0,2923,34,72
1207,321000,3,2,1347,1292,3,0,0,3,1347,0,2010,0,775,35,60
1208,1051000,4,3,3860,5474,2,0,0,3,3860,0,2007,0,2227,16,17
1209,2150000,4,5,5060,10320,2,0,0,3,5060,0,2008,0,958,3,3
1210,359000,3,1,1360,885,3,0,0,3,1360,0,2008,0,3808,35,47
1211,300000,5,2,2760,6000,2,0,0,3,2760,0,2006,0,4134,35,51
1212,380000,5,3,2420,4670,2,0,0,3,2420,0,2013,1923,4194,35,57
1213,660000,3,2,2450,4332,2,0,0,3,2450,0,2010,0,176,31,32
1214,355000,3,2,1280,959,3,0,0,3,1280,0,2005,0,4156,35,47
1215,259000,3,2,1550,3569,2,0,0,3,1550,0,2011,0,984,1,1
1216,353000,1,1,550,1279,2,0,0,3,550,0,2008,0,1135,35,59
1217,430000,2,2,1520,1588,2,0,0,3,1240,280,2007,0,1931,35,64
1218,460000,3,1,1670,4005,1,0,0,4,1170,500,1939,1989,4028,35,56
1219,80000,1,0,430,5050,1,0,0,2,430,0,1912,0,2660,7,10
1220,782000,4,2,2380,9614,2,0,0,4,2380,0,1991,0,1232,3,5
1221,218000,3,1,960,9633,1,0,0,5,960,0,1982,0,3391,12,12
1222,325000,3,1,1920,6862,1,0,2,3,1120,800,1952,2008,3271,35,57
1223,980000,4,3,3680,5854,1,0,3,3,2060,1620,1967,2011,812,35,74
1224,902000,4,2,2530,9200,1,0,0,5,1570,960,1976,0,3291,3,5
1225,556000,5,2,3840,16905,2,0,0,3,3840,0,1991,0,3884,14,13
1226,662990,3,1,1240,3600,1,0,0,5,1240,0,1926,0,2184,35,55
1227,225000,2,1,1300,11867,1,0,0,4,1300,0,1975,0,2719,30,30
1228,439950,4,2,2380,12067,2,0,0,3,2380,0,2002,0,2595,32,37
1229,175000,2,1,1300,44431,1,0,0,5,1300,0,1958,0,2551,1,0
1230,306000,2,1,780,13500,1,0,0,4,780,0,1946,1989,1003,42,44
1231,235000,4,2,1810,39639,1,0,0,3,1230,580,1970,2014,1330,18,26
1232,399500,3,1,2420,12676,2,0,0,3,2420,0,1911,1986,1889,27,27
1233,478000,3,1,1280,2580,1,0,0,3,1280,0,1910,2014,3593,35,54
1234,515000,2,1,1680,6500,1,0,0,4,1140,540,1941,1998,3573,35,63
1235,550000,3,2,2510,5400,2,0,0,3,2510,0,1992,0,4265,32,34
1236,149000,3,1,1700,8645,1,0,0,3,1700,0,1955,2005,575,35,65
1237,526000,3,1,1680,3420,1,0,0,3,960,720,1992,0,3970,35,54
1238,527550,1,0,820,59677,1,0,0,3,820,0,1999,0,3944,38,38
1239,1050000,3,4,4380,42769,2,0,0,5,4380,0,1983,0,1321,31,31
1240,625000,3,2,2600,10092,1,0,0,3,2600,0,1984,0,1910,33,42
1241,950000,5,3,3400,7452,2,0,0,3,3400,0,1999,0,1015,3,6
1242,377691,5,1,2120,8399,1,0,0,4,1320,800,1942,1982,1442,36,62
1243,648475,4,2,2250,5700,1,0,0,3,1200,1050,1951,1994,2075,35,52
1244,383000,3,1,1800,5612,1,0,0,4,1200,600,1942,1982,4181,35,61
1245,535000,3,2,2210,7620,2,0,0,3,2210,0,1994,0,134,31,31
1246,449950,3,2,1560,4080,2,0,0,3,1560,0,1923,1982,4101,35,54
1247,465425,4,2,2430,20720,1,0,0,3,2430,0,1967,2011,951,42,41
1248,675000,4,2,2560,36601,2,0,0,4,2560,0,1987,0,2217,33,43
1249,599000,3,2,1960,2500,1,0,0,5,1410,550,1926,0,3136,35,47
1250,416000,3,1,1110,9762,1,0,0,4,1110,0,1963,0,840,31,31
1251,595000,2,1,1030,4500,1,0,0,3,830,200,1924,2011,2335,35,52
1252,200000,4,1,1350,11507,1,0,0,3,1350,0,1966,1963,1587,32,33
1253,402000,3,2,1540,1827,2,0,0,3,1540,0,2005,0,2090,16,17
1254,433000,4,1,1830,9600,1,0,0,4,1010,820,1966,0,1129,3,5
1255,275000,4,1,1930,15531,2,0,0,3,1930,0,1979,2014,2434,14,2
1256,410000,3,2,1650,9641,1,0,0,3,1650,0,1983,2009,581,19,22
1257,554820,4,2,3510,12905,1,0,2,3,2210,1300,1965,1982,1597,6,68
1258,1325000,4,3,3370,7920,1,0,3,3,1860,1510,1988,2000,2832,35,56
1259,735000,3,2,2390,9157,2,0,0,3,2390,0,1984,0,890,31,31
1260,607000,3,1,1230,8114,1,0,0,4,1230,0,1951,1999,2594,3,3
1261,549900,4,3,2830,213879,2,0,0,4,2830,0,1987,0,2794,1,45
1262,258000,3,1,1620,7540,1,0,0,3,1310,310,1988,2000,1813,21,23
1263,661254,4,4,2290,6250,1,0,0,5,1690,600,1940,0,1944,35,55
1264,945000,4,2,2840,13367,1,0,0,3,1420,1420,1952,2008,4367,8,3
1265,799950,4,3,4220,196817,2,0,0,3,4220,0,1993,0,3364,1,45
1266,132500,3,1,1080,10500,1,0,0,3,1080,0,1967,2011,3190,1,0
1267,467100,3,1,1620,8645,1,0,0,3,1190,430,1973,2013,3724,31,31
1268,1610000,4,3,4390,11600,2,0,3,3,3060,1330,1990,2009,2357,23,25
1269,641000,3,1,1620,3975,1,0,0,5,940,680,1926,0,3745,35,56
1270,350000,3,1,1010,11244,1,0,0,4,1010,0,1947,1988,1146,36,67
1271,335000,4,2,1750,8476,1,0,0,4,1240,510,1983,0,1005,32,36
1272,900000,3,3,4080,217697,1,0,3,3,4080,0,2000,0,2930,1,45
1273,440000,4,2,2560,10400,1,0,0,4,1280,1280,1965,0,3908,16,15
1274,464600,3,1,1120,5500,1,0,0,4,1120,0,1925,1968,3728,35,63
1275,1200000,4,3,4740,172497,2,0,0,3,4740,0,2003,0,1614,31,32
1276,300000,2,1,1340,7788,1,0,2,3,1340,0,1947,2012,3813,35,71
1277,670500,4,2,1590,6750,1,0,0,3,1590,0,1951,1994,1963,35,46
1278,552000,3,1,1430,5000,1,0,0,4,1080,350,1919,1985,3592,35,54
1279,244000,4,1,1450,8960,1,0,0,3,1450,0,1943,2002,41,35,65
1280,788600,4,2,3500,7200,2,0,0,3,3500,0,2005,0,4217,31,32
1281,445000,3,2,1630,8702,1,0,0,3,1630,0,1987,2000,1522,32,34
1282,530000,4,1,1814,5000,1,0,0,4,944,870,1951,1999,3924,35,54
1283,90000,2,1,580,7500,1,0,0,3,580,0,1943,2002,3730,35,71
1284,585000,3,2,1670,4572,1,0,0,3,1670,0,1931,0,3966,35,56
1285,498000,2,2,1140,8282,1,0,0,3,1140,0,1924,2009,1724,19,21
1286,379000,2,1,800,6380,1,0,2,3,800,0,1940,1996,1277,35,54
1287,462000,3,1,1300,2580,1,0,0,5,820,480,1919,1934,4098,35,54
1288,388000,4,2,2440,7155,2,0,0,3,2440,0,1993,0,1114,32,36
1289,255000,3,2,1490,8371,1,0,0,3,1490,0,1984,0,301,18,19
1290,665000,3,2,1800,9550,1,0,0,4,1320,480,1966,0,439,3,5
1291,550000,3,2,1830,9152,1,0,0,5,1830,0,1959,0,374,3,5
1292,606000,3,1,1500,3920,1,0,0,3,1000,500,1947,2012,589,35,50
1293,334000,4,2,2210,6080,1,0,2,4,1410,800,1965,0,511,35,71
1294,360000,3,2,1270,1323,3,0,0,3,1270,0,2006,0,4202,35,47
1295,235000,2,1,1140,1730,1,0,0,3,1010,130,2007,0,2500,35,61
1296,580000,3,2,1620,1173,3,0,4,3,1470,150,2008,0,3482,35,47
1297,355000,3,2,1220,1186,3,0,0,3,1220,0,2007,0,4292,35,47
1298,375000,2,2,750,1430,2,0,0,3,750,0,2006,0,1249,35,59
1299,372000,4,1,1960,9300,1,0,0,5,1340,620,1979,0,1230,27,27
1300,479000,3,1,1370,3000,1,0,0,3,1370,0,1924,2011,3618,35,47
1301,2000000,5,4,4580,4443,3,1,4,3,4580,0,2004,2003,3138,33,43
1302,1680000,4,4,5584,68257,2,0,0,3,5584,0,1998,2006,2445,7,10
1303,501000,2,1,1010,4320,1,0,0,5,1010,0,1924,1956,3934,35,54
1304,245000,3,1,1260,6908,1,0,0,3,1260,0,1994,0,1952,21,23
1305,496700,3,2,1740,5782,2,0,0,4,1740,0,1989,0,2824,16,17
1306,347000,4,1,2670,10026,2,0,0,3,2670,0,1996,0,265,1,45
1307,199000,2,1,720,7200,1,0,0,5,720,0,1943,0,2585,32,36
1308,440500,3,2,2460,4399,2,0,0,3,2460,0,2007,0,2778,38,38
1309,820000,4,2,3670,7000,2,0,0,3,3670,0,2005,0,1580,33,43
1310,325000,4,3,2630,3435,1,0,3,3,1640,990,1984,0,1480,34,72
1311,195000,3,1,1570,8459,1,0,0,3,1570,0,1991,0,350,12,12
1312,675000,3,3,2980,28000,1,0,0,3,1820,1160,1981,2013,970,31,31
1313,295000,3,2,1560,4200,2,0,0,3,1560,0,2003,0,1994,21,23
1314,355300,3,2,1620,7410,1,0,0,5,1620,0,1955,0,1593,36,62
1315,276000,3,1,1140,5000,1,0,0,3,1140,0,1960,2012,3476,35,49
1316,460000,2,1,2730,19877,1,0,0,4,1570,1160,1976,1992,1607,11,11
1317,880000,3,2,2130,35169,1,0,0,4,2130,0,1989,0,1214,42,41
1318,370000,3,2,1780,4050,2,0,0,3,1780,0,2001,0,1333,36,67
1319,346000,4,2,2100,3916,2,0,0,3,2100,0,2009,0,349,32,36
1320,172500,3,1,1140,8800,1,0,0,3,1140,0,1972,2002,3328,1,0
1321,379950,3,1,1690,9144,1,0,0,4,1140,550,1956,0,3722,17,16
1322,468000,2,1,1160,6000,1,0,0,4,860,300,1942,1982,2614,35,54
1323,477000,4,2,1720,6270,2,0,0,3,1720,0,1978,0,3420,35,57
1324,529000,3,1,1210,3328,1,0,0,4,1210,0,1924,0,3597,35,50
1325,312000,3,1,1255,1374,3,0,0,3,1255,0,2004,2003,354,35,60
1326,326100,2,1,880,7683,1,0,0,3,880,0,1942,1999,353,35,70
1327,360000,3,1,1050,9206,1,0,0,3,1050,0,1954,2005,165,35,60
1328,438000,3,1,1650,12940,1,0,0,4,1650,0,1961,2001,1459,17,16
1329,360000,3,1,1570,9467,1,0,0,3,1570,0,1954,2005,1534,36,70
1330,1050000,4,2,2920,7200,1,0,3,3,1470,1450,1921,2006,2790,35,64
1331,688000,4,3,3000,4000,1,0,3,3,1970,1030,1913,2014,2657,35,64
1332,585000,3,1,1850,7735,1,0,0,4,1850,0,1983,0,3292,16,15
1333,265000,3,2,1440,7741,1,0,0,4,1000,440,1983,0,212,18,19
1334,375000,3,1,1440,8775,1,0,0,3,1440,0,1973,2013,734,19,22
1335,326500,3,1,1810,12375,2,0,0,3,1810,0,1970,2014,1067,42,41
1336,160000,2,1,1180,9350,1,0,0,3,1180,0,1918,0,572,35,71
1337,1570000,4,3,3070,5850,2,0,0,5,2400,670,1927,0,1017,35,53
1338,735000,5,2,3390,5211,2,0,0,3,3390,0,2004,2003,4413,33,43
1339,400000,2,1,1470,6120,1,0,0,2,1470,0,1940,0,2953,35,54
1340,800000,4,2,2680,7200,1,0,0,3,1380,1300,1952,2013,331,19,21
1341,949880,4,2,2290,10687,2,0,0,3,2290,0,1978,0,112,3,3
1342,405000,3,1,1980,8100,1,0,0,4,1310,670,1949,1985,1941,36,62
1343,399000,4,2,2870,9292,2,0,0,3,2540,330,1979,2014,1225,32,36
1344,730001,3,2,1840,4750,1,0,0,5,1010,830,1951,0,3978,35,56
